link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/BBCkatyaadler/status/1704101676955685316#m,"Living Next Door to Putin 8pm tonight on BBC1. This episode we travel to Norway, Finland +Estonia to meet incredible individuals helping Ukraine yet struggling under the shadow of neighbouring Russia. A question I keep hearing on my travels: Might we be next?? Also on iPlayer👇","Sep 19, 2023 · 11:54 AM UTC",183,27
https://twitter.com/BBCkatyaadler/status/1702998559472197642#m,"Prepare to have your faith in humanity restored. Living Next Door to Putin is my 2part doc. From SPoland to N Norway we find some of the kindest, bravest, most determined, inspiring and FUN individuals you could ever hope to meet.Join us on BBC iPlayer https://www.bbc.co.uk/programmes/m001qh02 /1","Sep 16, 2023 · 10:51 AM UTC",339,50
https://twitter.com/BBCSounds/status/1703423432560361538#m,"""Public, brutal, fascinating and important, but I think it’s not a very healthy way to live”  #BBCNewscast’s Laura Kuenssberg on the brutality of politics, after Kwasi Kwarteng told The Telegraph’s Ben Riley-Smith he doesn’t think Liz Truss had the ""temperament"" to be PM...","Sep 17, 2023 · 2:59 PM UTC",36,20
https://twitter.com/bbcpress/status/1703128140275437707#m,"✨ It's official - we have our #Strictly Come Dancing 2023 couples  The pairings were revealed during the series launch show, which featured spectacular performances from the Pros & Judges  Meet the pairs ➡️ https://bbc.in/3EHTaJl Watch on @BBCiPlayer ➡️ https://www.bbc.co.uk/iplayer/episodes/b006m8dq/strictly-come-dancing","Sep 16, 2023 · 7:26 PM UTC",36,5
https://twitter.com/bbcpress/status/1702991969352286600#m,"✨ Which #Strictly celeb's signature move is the Charleston Swivel Step? And who's been ""dropping a little Salsa"" every time they walk past the mirror... ""just to see""  We've been getting to know the Class of 2023 a little better...  Meet them ➡️ https://bbc.in/Strictly23","Sep 16, 2023 · 10:25 AM UTC",104,30
https://twitter.com/bbcpress/status/1702385399748821265#m,"✨ They're ""oiling the hips"" and getting past #Strictly contestants' top tips!  The 'Strictlified' Class of 2023 hit the ballroom on Saturday night - but how are they feeling about their big debut? And do they dream of glitterball glory?   Get the goss ➡️ https://bbc.in/468sOfd","Sep 14, 2023 · 6:14 PM UTC",103,26
https://twitter.com/bbcpress/status/1702592961857384657#m,📢 They're back... and looking to the skies as they enter the secret world of drone warfare to catch a killer.  Vigil series 2 is coming to @BBCOne and @BBCiPlayer later this year and we've got some first-look pictures for you...  See more ➡️ https://bbc.in/3LmBGWs,"Sep 15, 2023 · 7:59 AM UTC",293,75
https://twitter.com/bbcpress/status/1702342485765177526#m,📢 Guess who's ready for an adventure in space and time?  Miriam Margolyes is joining #DoctorWho in a very exciting role!  Find out more ➡️ https://bbc.in/3PeDB0F,"Sep 14, 2023 · 3:24 PM UTC",747,75
https://twitter.com/bbcpress/status/1702286726062915780#m,"🧛 The @BBC has acquired AMC Networks’ smash hit drama Interview with the Vampire, based on Anne Rice’s best-selling novel, for @BBCTwo and @BBCiPlayer  Find out more ➡️ https://bbc.in/3PBlqDK","Sep 14, 2023 · 11:42 AM UTC",127,43
https://twitter.com/BBC_Teach/status/1701824023557021825#m,Available now for all primary teachers!  ✅ FREE micro:bits ✅ FREE teacher training ✅ FREE classroom resources  Have you discovered the #BBCmicrobit yet?,"Sep 13, 2023 · 5:04 AM UTC",29,24
https://twitter.com/BBCkatyaadler/status/1701596115265896651#m,What’s it been like over the last 18 months of war with Ukraine for countries ‘Living Next Door to Putin'? That’s the focus of our 2part documentary crammed with inspiring people as we travel from SPoland to NNorway. Join me tonight 8pm on BBC1 (already on iPlayer)👇,"Sep 12, 2023 · 1:58 PM UTC",153,37
https://twitter.com/bbcpress/status/1701539202532335924#m,"🎶 It's been a record-breaking season for the BBC Proms on @BBCiPlayer and @BBCSounds - with 93% capacity audiences in person too  Plus, a peak audience of 3.5 million people watched the Last Night of the Proms on @BBCOne  Find out more ⬇️ https://www.bbc.co.uk/mediacentre/2023/bbc-proms-record-breaking-figures","Sep 12, 2023 · 10:12 AM UTC",77,15
https://twitter.com/bbcpress/status/1701242857955193179#m,💄 Start your engines...  #DragRaceUK is back on @bbcthree and @BBCiPlayer and it's time to meet a new batch of fierce and fabulous superstars  Meet them ➡️ https://bbc.in/48c9jUY,"Sep 11, 2023 · 2:34 PM UTC",25,7
https://twitter.com/bbcpress/status/1700164311006458312#m,✨ Another #Strictly date for your diary! It Takes Two is back on @BBCTwo and @BBCiPlayer this autumn.  Dynamic duo Janette Manrara and Fleur East are bringing all the behind-the scenes glamour and gossip from 25 September  More ➡️ https://bbc.in/3Z86ccy,"Sep 8, 2023 · 3:08 PM UTC",109,20
https://twitter.com/bbcpress/status/1700070427450610051#m,"📚 ""Reading can take you to amazing places""  Blue Peter has unveiled a new Book badge, designed by one of the UK’s best-known illustrators, Sir Quentin Blake.  Read more ➡️ https://bbc.in/3PvDX4e","Sep 8, 2023 · 8:55 AM UTC",208,59
https://twitter.com/bbcpress/status/1699422673460224448#m,✨ It’s OFFICIAL - #Strictly Come Dancing returns on Saturday 16 September  The fun begins in the ballroom on @BBCOne and @BBCiPlayer from 6.35pm  More info ➡️ https://bbc.in/44FETHM,"Sep 6, 2023 · 2:01 PM UTC",521,100
https://twitter.com/bbcpress/status/1699384038237077540#m,📢 Barbara Slater announces her retirement from the BBC after 40 years  Read more ➡️ https://bbc.in/3P5kQfR,"Sep 6, 2023 · 11:28 AM UTC",42,11
https://twitter.com/bbcpress/status/1699378023089230239#m,"🏆 The @BBC led the away at the National Television Awards 2023, winning 9 out of 16 audience awards.  Read more ⬇️ https://bbc.in/3R7eUph","Sep 6, 2023 · 11:04 AM UTC",146,27
https://twitter.com/bbcpress/status/1699181637571903839#m,🏆 What a night for Walford! Congratulations @bbceastenders - winner of Serial Drama at the National Television Awards 2023  Keep up with all the action from Albert Square on @BBCiPlayer   Watch ▶️ https://bbc.in/3P9FHP4,"Sep 5, 2023 · 10:04 PM UTC",82,26
https://twitter.com/bbcpress/status/1699177548284866783#m,🏆 Cha-cha-champions! @bbcstrictly takes the award for Talent Show at the NTAs 2023  Get ready for the new series with magical moments from Strictly history on @BBCiPlayer  Watch ▶️ https://bbc.in/44G1ILd,"Sep 5, 2023 · 9:47 PM UTC",84,18
https://twitter.com/bbcpress/status/1699174017221984516#m,"🏆 Congratulations to The Repair Shop - winner of the Daytime award at the National Television Awards 2023  Head to the workshop on @BBCiPlayer, to watch the team bringing loved pieces of family history and the memories they hold back to life  Watch ▶️ https://bbc.in/45WozDo","Sep 5, 2023 · 9:33 PM UTC",127,24
https://twitter.com/bbcpress/status/1699163642065813615#m,"🏆 Soon to be seen waltzing from Wal(tz)ford to the Strictly ballroom, #EastEnders' own Bobby Brazier is the National Television Awards 2023 Rising Star  Catch him in action as Freddie Slater on @BBCiPlayer   Watch ▶️ https://bbc.in/3P9FHP4","Sep 5, 2023 · 8:52 PM UTC",152,28
https://twitter.com/bbcpress/status/1699160559445574138#m,🏆 She had audiences across the UK on tenterhooks over a cuppa in a café...  Sarah Lancashire takes the Drama Performance award at the NTAs 2023 for her portrayal of Catherine Cawood in Happy Valley  See every unforgettable moment on @BBCiPlayer  Watch ▶️ https://bbc.in/3QTtIb3,"Sep 5, 2023 · 8:40 PM UTC",547,42
https://twitter.com/bbcpress/status/1699157789724049757#m,"🏆 Congratulations to @bbceastenders' Danielle Harold, winner of Serial Drama Performance at the NTAs  Her powerful portrayal of Lola's journey is still available to watch on @BBCiPlayer  Watch ▶️ https://bbc.in/3P9FHP4","Sep 5, 2023 · 8:29 PM UTC",103,16
https://twitter.com/bbcpress/status/1699154996183367922#m,🏆 It's a big win for the man with the big red chair!   The Graham Norton Show takes the award for TV Interview at the NTAs 2023 - and you can catch up with some of the best moments from the most recent series on @BBCiPlayer   Watch now ▶️ https://bbc.in/44jwVnv,"Sep 5, 2023 · 8:18 PM UTC",155,22
https://twitter.com/bbcpress/status/1699153056632344613#m,🏆 We're 100% Faithful to your National Television Awards Reality Competition winner - The Traitors  We're still not over that breakfast... and you can watch it all again on @BBCiPlayer   Watch ➡️ https://bbc.in/3svBGge,"Sep 5, 2023 · 8:10 PM UTC",146,20
https://twitter.com/bbcpress/status/1699151119610429708#m,"🏆 Huge congratulations to Happy Valley, winner of the Returning Drama award at the National Television Awards  You can celebrate by watching Sally Wainwright's brilliant drama all over again on @BBCiPlayer  Watch ➡️ https://bbc.in/3QTtIb3","Sep 5, 2023 · 8:02 PM UTC",300,29
https://twitter.com/bbcpress/status/1698987323726151910#m,🚨 It's official! Filming has started on series two of hit BBC drama The Responder in Liverpool  Find out more ➡️ https://bbc.in/3PzYrZT,"Sep 5, 2023 · 9:11 AM UTC",268,45
https://twitter.com/bbcpress/status/1698982203026227491#m,"📸 Here's your first look at The Way, the bold new drama from Michael Sheen, James Graham and Adam Curtis  Filmed in and around Port Talbot, it tells the story of an ordinary family caught up in an extraordinary chain of events  See more ➡️ https://bbc.in/480SdJu","Sep 5, 2023 · 8:51 AM UTC",150,43
https://twitter.com/bbcpress/status/1698970664370139185#m,"🇪🇸 ¡España, olé! @TheAntonDuBeke and @pernicegiovann1 are coming your way!  Following their adventures around Sicily, the #Strictly stars are heading out on the road in Spain  More ➡️ https://bbc.in/3P2FcGQ","Sep 5, 2023 · 8:05 AM UTC",39,10
https://twitter.com/bbcpress/status/1697570328296255742#m,📢 Roman Kemp dives deeper into mental health in a new documentary from Twofour for @bbcthree   He continues the conversation from his critically acclaimed film Our Silent Emergency  More info ➡️ https://bbc.in/3EjiQMj,"Sep 1, 2023 · 11:21 AM UTC",78,22
https://twitter.com/bbcpress/status/1697212230280921305#m,"🌍 ""Planet Earth wouldn’t be Planet Earth without David""  @BBCStudios Natural History Unit confirms that Sir David Attenborough will present Planet Earth III, the final trilogy of the landmark award-winning series  Find out more ➡️ https://bbc.in/3Pmfb6J","Aug 31, 2023 · 11:38 AM UTC",399,79
https://twitter.com/bbcpress/status/1696808420261695658#m,💄 Category is... RuPaul's Drag Race UK celebrity guest judges and special guests!  They're lining up to put the queens through their paces when @dragraceukbbc returns to @bbcthree and @BBCiPlayer in autumn 2023  Meet them all ➡️ https://bbc.in/45s1OaL,"Aug 30, 2023 · 8:53 AM UTC",385,61
https://twitter.com/bbcpress/status/1696430410345959440#m,"📢 Good morning, Europe - United Kingdom calling!  It's OFFICIAL. The @BBC will broadcast the 2023 Junior #Eurovision Song Contest live from France as the UK confirms participation  Find out more ➡️ https://bbc.in/45qpYT1","Aug 29, 2023 · 7:51 AM UTC",320,77
https://twitter.com/bbcpress/status/1695872240699449621#m,"""I've started so I'll finish...""  Mastermind is back on @BBCTwo & @BBCiPlayer on Monday 28 August - with specialist subjects ranging from Mary Queen of Scots, Otters and Harry Styles to René Magritte, Ted Lasso and The History of Cattle  More info ➡️ https://bbc.in/45LFFDP","Aug 27, 2023 · 6:53 PM UTC",91,24
https://twitter.com/bbcpress/status/1694794778074849491#m,"""What!?""  It's the regeneration that surprised the nation - and won TV Moment of the Year for @bbcdoctorwho!  See David Tennant's thrilling return to the TARDIS on @BBCiPlayer - and watch this space (and time) for more on the 60th Anniversary specials 😉  Watch ▶️ https://bbc.in/3OS8U0S","Aug 24, 2023 · 7:32 PM UTC",178,49
https://twitter.com/bbcpress/status/1694793249154638185#m,"🏆 Friday nights wouldn't be the same without our Graham, winner of Best TV Presenter - Entertainment at the Edinburgh TV Awards  Watch some of his best interviews and red chair stories on @BBCiPlayer now  Watch ➡️ https://bbc.in/44jwVnv","Aug 24, 2023 · 7:26 PM UTC",35,5
https://twitter.com/bbcpress/status/1694792378576441575#m,"🏆 Huge congratulations to @EllieSimmonds1 on her Breakthrough Presenter win for her powerful documentary, Ellie Simmonds: A World Without Dwarfism","Aug 24, 2023 · 7:22 PM UTC",45,6
https://twitter.com/bbcpress/status/1694790713802678351#m,"🏆 A confrontation over a cuppa in a cafe in Sheffield had the nation hooked...  Congratulations Happy Valley, winner of the Best Drama award at the Edinburgh TV Awards  Watch it now ➡️ https://bbc.in/3QTtIb3","Aug 24, 2023 · 7:16 PM UTC",142,20
https://twitter.com/bbcdoctorwho/status/1694768771926274288#m,What? What? Whaaaat? David Tennant returning to the TARDIS just won TV Moment of the Year @EdinburghTVFest 🏆🔥 #DoctorWho,"Aug 24, 2023 · 5:48 PM UTC",6925,826
https://twitter.com/bbcpress/status/1694786579833770301#m,🏆 Celebrations are in order with a raft of @BBC wins at the Edinburgh TV Festival Awards - including Channel of the Year 2023 for @BBCOne  Congratulations to all the BBC nominees and winners!,"Aug 24, 2023 · 6:59 PM UTC",23,6
https://twitter.com/bbcpress/status/1694789070818300318#m,🏰 100% Faithful and 100% entertaining - The Traitors took the prize for Best Entertainment Series at the Edinburgh TV Festival  You can catch every single episode on @BBCiPlayer  Watch now ➡️ https://bbc.in/3svBGge,"Aug 24, 2023 · 7:09 PM UTC",45,13
https://twitter.com/bbcpress/status/1694725999546757376#m,📢 Hit BBC comedy Black Ops to return for a second series  Read more ➡️ https://bbc.in/3QY6h0t,"Aug 24, 2023 · 2:58 PM UTC",25,9
https://twitter.com/bbcpress/status/1693947789221192136#m,"📢 Calling all Social Media Content Creators!  We're launching @BBC Creator Lab, a new development programme providing opportunities for creators across the UK to showcase their skills whilst working on a BBC brief  More info ➡️ https://bbc.in/45Gafin","Aug 22, 2023 · 11:26 AM UTC",82,42
https://twitter.com/GarethBarlow/status/1693379910952230922#m,Can someone please remind me who’s watching the news…,"Aug 20, 2023 · 9:50 PM UTC",6927,384
https://twitter.com/bbcpress/status/1693600485578596827#m,"⚽️ It's been an unforgettable #FIFAWWC with millions of UK viewers following England’s progression to the final  12 million watched England v Spain on @BBCOne, with 25.7 million streams on @BBCiPlayer and @BBCSport Online across the tournament  More ➡️ https://bbc.in/44hK4gz","Aug 21, 2023 · 12:26 PM UTC",66,18
https://twitter.com/bbcpress/status/1693597124590522857#m,📢 It's OFFICIAL. @BBCRadio2 listeners have had their say and named the nation's favourite Kylie Minogue song...  Find out which track topped the list and discover the full Top 40 ⬇️ https://www.bbc.co.uk/mediacentre/2023/your-ultimate-kylie-song-bbc-radio-2,"Aug 21, 2023 · 12:13 PM UTC",103,34
https://twitter.com/bbcpress/status/1693552352542822840#m,"📢 Back to school just got even more exciting…  Waterloo Road’s been recommissioned for TWO further series, in addition to the next series - which has already been filmed!  Find out more ➡️ https://bbc.in/3QPRTqO Start revising ➡️ https://bbc.in/3KQcPdA","Aug 21, 2023 · 9:15 AM UTC",162,41
